name,meal_type,diet_type,calories,protein,fats,carbs,fiber,sugar,iron,sodium,cholesterol,recipe_link
Granola,breakfast,"gluten free, dairy free, lacto ovo vegetarian",271.67,5.45,11.73,40.1,4.3,19.85,2.15,5.53,0.0,https://spoonacular.com/recipes/Granola-645175
"Cherry, Date & Nut Muffins",breakfast,lacto ovo vegetarian,191.15,5.32,8.42,26.21,3.41,9.72,0.95,219.91,17.3,"https://spoonacular.com/recipes/Cherry,-Date-&-Nut-Muffins-637792"
Broccoli Cheddar Egg Cups for Breakfast,breakfast,"gluten free, lacto ovo vegetarian, primal, ketogenic",74.81,5.31,5.44,1.09,0.0,0.42,0.46,145.21,91.71,https://spoonacular.com/recipes/Broccoli-Cheddar-Egg-Cups-for-Breakfast-1095962
Lemon Poppy Seed Muffins,breakfast,dairy free,129.69,1.98,3.99,21.71,0.41,9.38,0.67,189.66,31.0,https://spoonacular.com/recipes/Lemon-Poppy-Seed-Muffins-1003210
The Best Protein Pancakes,breakfast,lacto ovo vegetarian,145.57,7.19,4.88,18.92,1.88,5.33,0.68,298.09,33.47,https://spoonacular.com/recipes/The-Best-Protein-Pancakes-960469
Mini Spinach and Feta Quiches,breakfast,"gluten free, lacto ovo vegetarian, primal",38.02,3.29,2.26,1.29,0.42,0.31,0.45,296.19,32.88,https://spoonacular.com/recipes/Mini-Spinach-and-Feta-Quiches-651979
Tropical Breakfast Quinoa,breakfast,"gluten free, dairy free, lacto ovo vegetarian, vegan",231.65,4.93,9.44,31.82,4.52,8.65,1.84,50.64,0.0,https://spoonacular.com/recipes/Tropical-Breakfast-Quinoa-663853
Kitchen Cabinet Coffee Cake,breakfast,lacto ovo vegetarian,439.41,3.83,24.16,54.26,1.02,40.27,1.06,303.54,90.61,https://spoonacular.com/recipes/Kitchen-Cabinet-Coffee-Cake-648939
"Mango, Persimmon Smoothie with Cranberries",breakfast,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, vegan",298.46,2.42,1.13,77.81,3.46,16.31,4.48,3.71,0.0,"https://spoonacular.com/recipes/Mango,-Persimmon-Smoothie-with-Cranberries-1096176"
Coconut Flour Muffins,breakfast,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, fodmap friendly",85.25,1.34,3.49,12.08,3.17,5.9,0.25,148.46,2.23,https://spoonacular.com/recipes/Coconut-Flour-Muffins-1095713
Portobello Baked Eggs,breakfast,"gluten free, lacto ovo vegetarian, primal, ketogenic",233.26,12.32,18.76,5.67,2.34,2.65,3.0,369.52,192.52,https://spoonacular.com/recipes/Portobello-Baked-Eggs-157960
Raspberry Thumbprint Wholewheat Scones With Macadamia Nuts,breakfast,lacto ovo vegetarian,142.74,1.98,6.56,19.81,1.23,9.08,0.72,155.96,12.69,https://spoonacular.com/recipes/Raspberry-Thumbprint-Wholewheat-Scones-With-Macadamia-Nuts-657907
Mini Pumpkin Donuts,breakfast,unknown,65.38,1.14,1.46,12.18,0.83,5.65,0.2,69.69,7.61,https://spoonacular.com/recipes/Mini-Pumpkin-Donuts-651972
Gluten Free Waffles,breakfast,"gluten free, dairy free, paleolithic, primal",542.43,8.98,13.79,99.36,11.57,35.43,4.38,349.87,0.0,https://spoonacular.com/recipes/Gluten-Free-Waffles-1096257
Buckwheat Banana Pancakes,breakfast,gluten free,454.31,11.16,14.61,74.7,10.24,24.59,3.02,909.76,7.8,https://spoonacular.com/recipes/Buckwheat-Banana-Pancakes-636385
Gluten Free Frosted Pumpkin Doughnuts,breakfast,lacto ovo vegetarian,364.92,2.5,16.58,53.06,0.75,36.69,0.29,265.16,19.37,https://spoonacular.com/recipes/Gluten-Free-Frosted-Pumpkin-Doughnuts-644829
Orange Oatmeal Pancakes,breakfast,lacto ovo vegetarian,447.67,7.54,4.52,97.82,2.73,82.95,1.56,267.72,131.24,https://spoonacular.com/recipes/Orange-Oatmeal-Pancakes-653922
Banana Bread with Chocolate Chips,breakfast,unknown,129.55,1.84,4.29,21.77,1.08,11.24,0.29,199.91,9.08,https://spoonacular.com/recipes/Banana-Bread-with-Chocolate-Chips-634005
Your Basic Low Carb Breakfast,breakfast,"gluten free, dairy free, paleolithic, primal, whole 30, ketogenic",510.32,20.65,41.96,15.39,8.17,4.55,2.78,441.04,401.04,https://spoonacular.com/recipes/Your-Basic-Low-Carb-Breakfast-1747693
Strawberry Poppy Seed Muffins,breakfast,lacto ovo vegetarian,247.28,4.05,5.51,47.43,2.12,32.65,0.66,176.66,14.65,https://spoonacular.com/recipes/Strawberry-Poppy-Seed-Muffins-661862
Brown Butter Pumpkin Muffins,breakfast,unknown,610.14,9.2,25.21,88.88,5.8,35.19,2.6,534.71,80.49,https://spoonacular.com/recipes/Brown-Butter-Pumpkin-Muffins-636278
Cinnamon French Toast Sticks,breakfast,lacto ovo vegetarian,695.14,23.32,25.91,98.37,11.69,49.49,6.07,645.19,365.21,https://spoonacular.com/recipes/Cinnamon-French-Toast-Sticks-764752
Fourth Of July Sourdough Pancakes,breakfast,"gluten free, dairy free, lacto ovo vegetarian, fodmap friendly",109.12,1.85,5.99,11.96,0.34,2.41,0.0,232.78,16.37,https://spoonacular.com/recipes/Fourth-Of-July-Sourdough-Pancakes-643249
Mocha Muffins,breakfast,unknown,180.24,1.67,8.72,24.8,0.0,20.17,0.45,124.18,25.25,https://spoonacular.com/recipes/Mocha-Muffins-652183
Banana & Coconut Pancakes With Palm Sugar Syrup,breakfast,"dairy free, lacto ovo vegetarian, fodmap friendly",316.65,1.96,16.29,43.62,1.07,26.96,0.37,185.42,15.38,https://spoonacular.com/recipes/Banana-&-Coconut-Pancakes-With-Palm-Sugar-Syrup-633969
Cinnamon Chocolate-Chip Banana Pancakes,breakfast,unknown,551.41,8.11,28.76,67.46,1.75,36.84,1.91,500.48,78.97,https://spoonacular.com/recipes/Cinnamon-Chocolate-Chip-Banana-Pancakes-639446
Zucchini Buckwheat Pancakes,breakfast,lacto ovo vegetarian,59.66,1.92,4.37,3.52,0.5,0.67,0.33,221.61,19.37,https://spoonacular.com/recipes/Zucchini-Buckwheat-Pancakes-665719
Cinnamon Rolls,breakfast,lacto ovo vegetarian,246.61,2.87,8.53,40.29,0.9,22.48,1.16,116.83,22.26,https://spoonacular.com/recipes/Cinnamon-Rolls-639480
Lazy Chai Cinnamon Rolls,breakfast,unknown,240.88,1.73,11.95,32.95,1.32,21.9,1.2,87.28,10.75,https://spoonacular.com/recipes/Lazy-Chai-Cinnamon-Rolls-649378
CHOCOLATE BANANA MORNING BUZZ SMOOTHIE,breakfast,gluten free,403.65,36.65,11.73,49.65,8.44,28.38,4.04,143.8,79.28,https://spoonacular.com/recipes/CHOCOLATE-BANANA-MORNING-BUZZ-SMOOTHIE-638825
Oatmeal Pancake (Yummy & Heart Healthy),breakfast,lacto ovo vegetarian,583.82,25.03,6.23,107.59,10.56,26.42,5.2,372.97,1.84,https://spoonacular.com/recipes/Oatmeal-Pancake-(Yummy-&-Heart-Healthy)-653472
Blueberry Cream Cheese Crumble Cake,breakfast,"gluten free, lacto ovo vegetarian",292.35,6.4,25.59,31.37,3.99,3.27,0.83,318.84,157.72,https://spoonacular.com/recipes/Blueberry-Cream-Cheese-Crumble-Cake-1096199
Rum Raisin Cinnamon Buns,breakfast,"gluten free, lacto ovo vegetarian",96.54,2.1,3.9,10.61,1.08,3.29,0.46,36.7,44.24,https://spoonacular.com/recipes/Rum-Raisin-Cinnamon-Buns-658870
Apple Cider Muffins with Cinnamon Streusel,breakfast,lacto ovo vegetarian,252.96,3.28,11.54,35.41,1.44,18.95,1.23,226.55,36.65,https://spoonacular.com/recipes/Apple-Cider-Muffins-with-Cinnamon-Streusel-1697613
Gluten-Free Chocolate-Pecan Quickbread,breakfast,gluten free,828.64,15.33,42.16,104.97,11.6,53.71,5.92,635.25,115.51,https://spoonacular.com/recipes/Gluten-Free-Chocolate-Pecan-Quickbread-644878
Strawberry Shortcake Waffles,breakfast,gluten free,907.17,10.98,57.21,90.51,3.8,59.53,6.57,538.82,137.14,https://spoonacular.com/recipes/Strawberry-Shortcake-Waffles-1697721
Banana Toffee-Chip Mini Muffins,breakfast,unknown,99.18,1.39,4.59,13.27,0.31,8.03,0.36,110.47,18.82,https://spoonacular.com/recipes/Banana-Toffee-Chip-Mini-Muffins-634198
Choco-Banana Bread Bites,breakfast,unknown,149.87,2.44,5.73,22.31,0.82,9.41,0.62,85.59,6.15,https://spoonacular.com/recipes/Choco-Banana-Bread-Bites-638790
Banana & Oreo Muffin,breakfast,lacto ovo vegetarian,534.5,7.78,26.23,69.51,2.44,38.69,2.32,419.84,144.37,https://spoonacular.com/recipes/Banana-&-Oreo-Muffin-633970
Wholesome Spelt Waffles,breakfast,lacto ovo vegetarian,144.47,4.26,6.68,15.95,2.67,1.01,1.2,176.36,29.72,https://spoonacular.com/recipes/Wholesome-Spelt-Waffles-665307
Hot Cross Buns,breakfast,unknown,85.94,0.79,4.83,10.74,0.5,4.91,0.27,282.46,1.83,https://spoonacular.com/recipes/Hot-Cross-Buns-647442
Chocolate Caramel Sea Salt Smoothie,breakfast,"gluten free, lacto ovo vegetarian",437.22,25.16,14.89,58.65,6.95,43.34,1.58,219.86,26.19,https://spoonacular.com/recipes/Chocolate-Caramel-Sea-Salt-Smoothie-683130
Easy Crunchy Granola,breakfast,"dairy free, lacto ovo vegetarian",599.78,11.82,15.94,108.67,8.81,63.04,4.34,209.68,0.0,https://spoonacular.com/recipes/Easy-Crunchy-Granola-641952
Glazed Apple Cider Doughnuts,breakfast,"gluten free, lacto ovo vegetarian",160.27,0.94,4.27,30.78,0.0,30.31,0.18,144.83,23.07,https://spoonacular.com/recipes/Glazed-Apple-Cider-Doughnuts-644729
Puff Paste quiche,breakfast,gluten free,541.48,29.26,25.5,53.24,8.11,22.48,4.89,4939.65,166.24,https://spoonacular.com/recipes/Puff-Paste-quiche-157093
Baked Oatmeal with Dried Cranberries,breakfast,"gluten free, dairy free",194.01,5.47,3.73,36.62,4.74,13.39,1.65,225.92,36.37,https://spoonacular.com/recipes/Baked-Oatmeal-with-Dried-Cranberries-633692
Latkes; Fried Vegetable Pancakes from Europe and the Middle East,breakfast,lacto ovo vegetarian,392.0,8.41,19.07,48.2,5.33,4.19,2.28,258.28,90.24,https://spoonacular.com/recipes/Latkes;-Fried-Vegetable-Pancakes-from-Europe-and-the-Middle-East-649300
Homemade Muesli Breakfast Cereal,breakfast,"dairy free, lacto ovo vegetarian",278.81,6.12,18.63,28.15,6.63,10.17,3.45,29.07,0.0,https://spoonacular.com/recipes/Homemade-Muesli-Breakfast-Cereal-647043
Gluten Free Blueberry Muffins,breakfast,"gluten free, lacto ovo vegetarian",213.45,3.65,9.57,30.65,2.71,15.58,1.01,191.88,52.56,https://spoonacular.com/recipes/Gluten-Free-Blueberry-Muffins-644800
Baked Doughnuts,breakfast,lacto ovo vegetarian,152.52,4.31,2.4,28.46,0.73,11.34,0.24,32.21,0.46,https://spoonacular.com/recipes/Baked-Doughnuts-633578
Red Lentil Soup with Chicken and Turnips,lunch,"gluten free, dairy free",477.24,26.93,20.34,51.78,23.79,10.55,6.06,1335.78,29.75,https://spoonacular.com/recipes/Red-Lentil-Soup-with-Chicken-and-Turnips-715415
Slow Cooker Beef Stew,lunch,"gluten free, dairy free",433.82,44.24,11.63,40.53,11.92,3.49,12.29,1253.65,99.88,https://spoonacular.com/recipes/Slow-Cooker-Beef-Stew-715446
Red Kidney Bean Jambalaya,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",392.8,18.13,6.45,69.36,16.25,10.19,6.09,1111.47,0.0,https://spoonacular.com/recipes/Red-Kidney-Bean-Jambalaya-782601
Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries,lunch,"gluten free, dairy free, lacto ovo vegetarian",538.7,20.86,14.62,84.48,14.78,17.87,7.49,221.29,0.0,https://spoonacular.com/recipes/Quinoa-and-Chickpea-Salad-with-Sun-Dried-Tomatoes-and-Dried-Cherries-716004
Easy Homemade Rice and Beans,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",445.69,19.14,4.09,86.11,19.36,7.35,7.13,1058.31,0.0,https://spoonacular.com/recipes/Easy-Homemade-Rice-and-Beans-716627
Tuscan White Bean Soup with Olive Oil and Rosemary,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",242.41,16.13,1.29,43.37,10.66,2.23,7.15,206.16,0.0,https://spoonacular.com/recipes/Tuscan-White-Bean-Soup-with-Olive-Oil-and-Rosemary-664147
Slow Cooker: Pork and Garbanzo Beans,lunch,"gluten free, dairy free",586.78,65.78,14.04,48.51,14.09,8.63,6.77,914.69,142.88,https://spoonacular.com/recipes/Slow-Cooker:-Pork-and-Garbanzo-Beans-660306
Broccolini Quinoa Pilaf,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",625.07,19.85,30.69,71.66,9.56,6.45,5.58,971.81,0.0,https://spoonacular.com/recipes/Broccolini-Quinoa-Pilaf-715769
Butternut Squash Frittata,lunch,gluten free,462.09,23.89,3.99,96.03,16.56,23.67,8.22,336.24,7.42,https://spoonacular.com/recipes/Butternut-Squash-Frittata-636589
Herbivoracious' White Bean and Kale Soup,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",331.54,16.99,9.98,46.27,11.86,3.03,7.6,432.44,0.0,https://spoonacular.com/recipes/Herbivoracious'-White-Bean-and-Kale-Soup-646738
Tomato and lentil soup,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",340.11,18.31,8.08,50.72,22.52,7.6,7.03,377.99,0.0,https://spoonacular.com/recipes/Tomato-and-lentil-soup-663559
Cheesy Chicken Enchilada Quinoa Casserole,lunch,gluten free,594.1,34.23,23.79,68.04,17.73,14.56,5.59,1709.61,62.32,https://spoonacular.com/recipes/Cheesy-Chicken-Enchilada-Quinoa-Casserole-715421
Jade Buddha Salmon Tartare,lunch,"gluten free, dairy free, paleolithic, primal, pescatarian",382.32,34.26,24.91,5.13,1.24,0.95,1.82,271.27,93.55,https://spoonacular.com/recipes/Jade-Buddha-Salmon-Tartare-648320
Moroccan chickpea and lentil stew,lunch,"dairy free, lacto ovo vegetarian, vegan",465.29,20.02,7.26,82.4,15.55,5.03,5.65,758.7,0.0,https://spoonacular.com/recipes/Moroccan-chickpea-and-lentil-stew-652417
Caldo Verde - Portuguese Kale Soup,lunch,"gluten free, dairy free, whole 30",492.94,19.76,10.28,82.25,11.79,10.06,4.98,645.28,40.36,https://spoonacular.com/recipes/Caldo-Verde---Portuguese-Kale-Soup-636787
Easy Vegetable Beef Soup,lunch,dairy free,565.84,45.43,19.15,55.76,11.86,11.62,8.57,1904.11,100.4,https://spoonacular.com/recipes/Easy-Vegetable-Beef-Soup-715447
Mango Fried Rice,lunch,"gluten free, dairy free",486.24,15.96,4.03,95.36,4.94,4.39,2.17,404.1,7.74,https://spoonacular.com/recipes/Mango-Fried-Rice-716311
"Spicy Salad with Kidney Beans, Cheddar, and Nuts",lunch,"gluten free, lacto ovo vegetarian",719.45,26.74,49.33,51.2,17.91,4.84,6.78,351.63,30.0,"https://spoonacular.com/recipes/Spicy-Salad-with-Kidney-Beans,-Cheddar,-and-Nuts-157344"
"Stir Fried Quinoa, Brown Rice and Chicken Breast",lunch,gluten free,750.02,57.79,19.53,84.81,7.18,4.49,5.39,355.42,161.3,"https://spoonacular.com/recipes/Stir-Fried-Quinoa,-Brown-Rice-and-Chicken-Breast-716361"
"Greek-Style Baked Fish: Fresh, Simple, and Delicious",lunch,"gluten free, pescatarian",344.33,27.77,12.4,28.01,1.89,2.85,1.7,419.71,69.31,"https://spoonacular.com/recipes/Greek-Style-Baked-Fish:-Fresh,-Simple,-and-Delicious-716408"
Spinach Salad with Strawberry Vinaigrette,lunch,"gluten free, primal",321.81,22.03,12.73,29.95,6.47,18.33,4.4,341.17,55.14,https://spoonacular.com/recipes/Spinach-Salad-with-Strawberry-Vinaigrette-661340
Salmon with roasted vegetables,lunch,"gluten free, dairy free, whole 30, pescatarian",495.53,38.53,18.41,44.62,8.99,10.3,3.82,121.03,93.5,https://spoonacular.com/recipes/Salmon-with-roasted-vegetables-659135
Cod with Tomato-Olive-Chorizo Sauce and Mashed Potatoes,lunch,"gluten free, dairy free, whole 30",733.32,55.77,40.41,37.09,7.02,6.85,4.13,1554.36,143.0,https://spoonacular.com/recipes/Cod-with-Tomato-Olive-Chorizo-Sauce-and-Mashed-Potatoes-639851
Balsamic & Honey Glazed Salmon with Lemony Asparagus,lunch,"gluten free, dairy free, pescatarian",301.22,25.18,14.45,18.46,2.73,12.74,3.87,310.27,62.37,https://spoonacular.com/recipes/Balsamic-&-Honey-Glazed-Salmon-with-Lemony-Asparagus-633921
Instant Pot Quinoa Grain Bowl,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",407.26,15.32,9.34,68.44,10.14,7.02,5.46,699.58,0.0,https://spoonacular.com/recipes/Instant-Pot-Quinoa-Grain-Bowl-982371
Roasted Cauliflower Detox Bowl with Tahini Sauce,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",524.47,16.42,28.51,59.96,16.53,7.76,5.32,392.98,0.0,https://spoonacular.com/recipes/Roasted-Cauliflower-Detox-Bowl-with-Tahini-Sauce-1095753
Smoky Black Bean Soup With Sweet Potato & Kale,lunch,"gluten free, dairy free, lacto ovo vegetarian",554.93,23.32,7.45,102.54,22.04,16.15,7.08,1216.19,4.7,https://spoonacular.com/recipes/Smoky-Black-Bean-Soup-With-Sweet-Potato-&-Kale-660405
Chorizo and Beef Quinoa Stuffed Pepper,lunch,gluten free,685.04,51.15,37.03,32.52,4.83,3.34,7.42,127.46,147.47,https://spoonacular.com/recipes/Chorizo-and-Beef-Quinoa-Stuffed-Pepper-715523
Coffee-braised Short Ribs,lunch,"gluten free, dairy free",877.28,73.71,41.52,59.47,14.22,35.45,19.8,1933.16,195.36,https://spoonacular.com/recipes/Coffee-braised-Short-Ribs-639891
Herb chicken with sweet potato mash and sautéed broccoli,lunch,gluten free,709.73,46.51,24.56,78.19,12.86,13.83,4.24,393.48,123.91,https://spoonacular.com/recipes/Herb-chicken-with-sweet-potato-mash-and-sautéed-broccoli-646651
Chicken and Mango Skewer,lunch,"gluten free, dairy free, whole 30",478.53,31.21,8.16,82.08,18.83,58.89,10.67,1227.43,73.09,https://spoonacular.com/recipes/Chicken-and-Mango-Skewer-716330
Turkish Chicken Salad with Home-made Cacik Yogurt Sauce,lunch,gluten free,642.89,67.08,29.78,27.1,7.02,16.12,5.22,1271.03,188.41,https://spoonacular.com/recipes/Turkish-Chicken-Salad-with-Home-made-Cacik-Yogurt-Sauce-664090
Shredded Roast Beef Stuffed Sweet Potatoes (Whole 30 & PALEO),lunch,"gluten free, dairy free, paleolithic, primal, whole 30",485.5,44.11,9.3,54.57,8.14,11.34,5.32,480.93,117.93,https://spoonacular.com/recipes/Shredded-Roast-Beef-Stuffed-Sweet-Potatoes-(Whole-30-&-PALEO)-1044252
Lentil Mango Salad,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",252.85,12.08,6.38,39.81,12.51,14.7,4.51,204.2,0.0,https://spoonacular.com/recipes/Lentil-Mango-Salad-649944
Gujarati Dry Mung Bean Curry,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",375.59,19.83,5.15,66.07,14.0,19.32,6.5,217.18,0.0,https://spoonacular.com/recipes/Gujarati-Dry-Mung-Bean-Curry-646043
Moosewood Lentil Soup,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",396.33,25.65,3.55,66.22,31.05,6.86,8.12,231.64,0.0,https://spoonacular.com/recipes/Moosewood-Lentil-Soup-652393
Crispy Panko and Herb Crusted Salmon,lunch,"dairy free, pescatarian",390.3,32.57,22.16,13.78,1.42,2.15,2.64,377.05,83.16,https://spoonacular.com/recipes/Crispy-Panko-and-Herb-Crusted-Salmon-640828
Cilantro Lime Halibut,lunch,"gluten free, dairy free, paleolithic, primal, pescatarian",422.05,43.58,21.96,6.39,0.61,1.61,0.94,397.65,112.03,https://spoonacular.com/recipes/Cilantro-Lime-Halibut-639411
Spinach and Gorgonzola Stuffed Flank Steak,lunch,unknown,523.46,47.0,28.44,18.35,2.36,2.13,5.36,803.94,123.32,https://spoonacular.com/recipes/Spinach-and-Gorgonzola-Stuffed-Flank-Steak-661259
Slow Cooker Chicken Taco Soup,lunch,"gluten free, dairy free",311.77,24.33,3.78,49.24,12.17,13.08,5.07,955.98,36.16,https://spoonacular.com/recipes/Slow-Cooker-Chicken-Taco-Soup-715391
Shrimp and Avocado Salad,lunch,"gluten free, dairy free, pescatarian",639.26,33.99,37.05,53.29,17.27,20.01,3.97,378.39,207.52,https://spoonacular.com/recipes/Shrimp-and-Avocado-Salad-659927
Salmon Quinoa Risotto,lunch,"gluten free, dairy free, pescatarian",404.86,21.98,18.17,39.45,5.99,6.44,3.36,1150.87,38.98,https://spoonacular.com/recipes/Salmon-Quinoa-Risotto-659109
Gluten Free Dairy Free Sugar Free Chinese Chicken Salad,lunch,"gluten free, dairy free",363.77,30.96,15.42,28.7,6.91,16.18,3.13,317.98,73.1,https://spoonacular.com/recipes/Gluten-Free-Dairy-Free-Sugar-Free-Chinese-Chicken-Salad-644826
Easy Instant Pot Beef Tips and Rice,lunch,"gluten free, dairy free",370.73,52.73,10.6,12.59,0.6,5.2,4.74,912.25,128.55,https://spoonacular.com/recipes/Easy-Instant-Pot-Beef-Tips-and-Rice-1000566
Venison Stew,lunch,dairy free,316.17,32.47,6.94,29.72,6.13,8.86,5.1,316.32,80.35,https://spoonacular.com/recipes/Venison-Stew-664786
"Salmon, Watercress, Fennel and Baby Beetroot Salad With Lemony ""Caviar"" Dressing",lunch,"gluten free, dairy free, paleolithic, primal, pescatarian",440.07,27.23,29.1,18.51,5.58,10.85,3.56,186.03,80.8,"https://spoonacular.com/recipes/Salmon,-Watercress,-Fennel-and-Baby-Beetroot-Salad-With-Lemony-""Caviar""-Dressing-659143"
Ground Turkey Stuffed Peppers,lunch,gluten free,462.93,33.78,17.39,45.63,6.65,16.79,5.21,692.31,158.72,https://spoonacular.com/recipes/Ground-Turkey-Stuffed-Peppers-645978
Brown Butter Twice Baked Sweet Potatoes,lunch,"gluten free, primal",676.68,19.25,44.06,55.71,13.64,11.72,3.07,637.3,74.71,https://spoonacular.com/recipes/Brown-Butter-Twice-Baked-Sweet-Potatoes-715544
Rice and Peas with Coconut Curry Mackerel,lunch,"gluten free, dairy free",625.33,30.98,33.9,50.98,3.61,1.21,7.08,130.32,53.41,https://spoonacular.com/recipes/Rice-and-Peas-with-Coconut-Curry-Mackerel-716364
4 Ingredient Chicken Pot Pie,lunch,dairy free,802.33,79.37,30.25,49.23,5.41,0.84,3.96,944.67,220.93,https://spoonacular.com/recipes/4-Ingredient-Chicken-Pot-Pie-631868
Penne Arrabiata,lunch,"dairy free, lacto ovo vegetarian, vegan",466.25,14.51,8.84,82.47,5.58,7.63,2.79,157.37,0.0,https://spoonacular.com/recipes/Penne-Arrabiata-655573
Delicious Creamy Lentils and Chestnuts Soup,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",451.99,20.33,14.98,60.09,23.75,3.51,6.22,205.05,0.0,https://spoonacular.com/recipes/Delicious-Creamy-Lentils-and-Chestnuts-Soup-641387
Chimichurri Skirt Steak with Grilled Asparagus,lunch,"gluten free, dairy free, paleolithic, primal, whole 30, ketogenic",409.46,26.63,29.97,11.65,4.84,3.15,6.88,267.49,68.93,https://spoonacular.com/recipes/Chimichurri-Skirt-Steak-with-Grilled-Asparagus-638626
Peppery Absorption-Cooked Red-Wine Capellini,lunch,dairy free,680.79,21.34,13.4,108.23,10.96,13.93,6.85,234.57,0.0,https://spoonacular.com/recipes/Peppery-Absorption-Cooked-Red-Wine-Capellini-655706
Easy Tabouleh,lunch,"dairy free, lacto ovo vegetarian, vegan",716.7,14.38,44.41,74.15,19.9,11.98,6.86,257.22,0.0,https://spoonacular.com/recipes/Easy-Tabouleh-642121
Winter Fattoush Salad,lunch,lacto ovo vegetarian,345.17,17.39,9.43,49.67,18.6,4.89,5.69,601.87,5.56,https://spoonacular.com/recipes/Winter-Fattoush-Salad-665378
Cauliflower Chickpea Stew,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",455.29,13.63,7.76,86.28,12.26,9.48,4.85,667.7,0.0,https://spoonacular.com/recipes/Cauliflower-Chickpea-Stew-637297
